tvmonitor,0.369849,1530,2,1917,283
remote,0.418807,1440,386,1744,484
keyboard,0.45793,772,558,1134,691
mouse,0.570598,1355,535,1482,604
cell phone,0.710694,1039,507,1256,582
chair,0.810193,1309,465,1908,1078
tvmonitor,0.831511,906,102,1400,437
laptop,0.961471,671,293,1215,734
keyboard,0.974892,920,570,1462,860
