book,0.391838,166,270,181,324
book,0.463677,125,262,156,324
tvmonitor,0.508048,484,359,660,500
cell phone,0.605258,459,482,504,523
mouse,0.667581,490,537,528,579
laptop,0.671038,484,360,658,500
backpack,0.756621,306,317,410,464
book,0.953536,588,507,691,593
remote,0.972125,555,513,582,567
laptop,0.989466,323,397,460,521
keyboard,0.99581,256,479,453,584
