fork,0.91,82,674,196,895
bowl,0.91,326,521,842,772
spoon,0.91,882,600,1026,797
knife,0.91,1026,618,1203,823
bottle,0.91,1077,372,1179,593
bottle,0.91,1358,158,1586,576
cup,0.91,1600,316,1861,579
chair,0.91,1,137,612,488
chair,0.91,721,48,1342,379
chair,0.91,1354,27,1893,372
diningtable,0.91,3,383,1920,1080
