fork,0.91,51,694,126,905
spoon,0.91,584,636,662,841
knife,0.91,678,641,768,870
bowl,0.91,209,570,545,800
bottle,0.91,726,449,806,603
bottle,0.91,945,299,1079,603
cup,0.91,1093,414,1280,619
chair,0.91,9,147,436,453
chair,0.91,515,110,953,341
chair,0.91,967,77,1280,333
diningtable,0.91,4,353,1280,1024
