fork,0.36558,418,397,461,517
cup,0.409692,597,344,660,408
bowl,0.446204,218,344,398,471
knife,0.453537,127,417,176,518
diningtable,0.537938,41,263,797,798
spoon,0.775437,415,389,462,514
chair,0.785788,394,228,519,299
bottle,0.789762,542,283,623,399
chair,0.846912,212,228,345,305
knife,0.952969,452,397,525,538
