refrigerator,0.96728515625,421,57,537,235
dining table,0.94091796875,79,219,826,789
bottle,0.92822265625,516,199,658,408
bowl,0.912109375,165,272,293,358
oven,0.896484375,137,199,255,313
cup,0.8798828125,620,342,736,470
spoon,0.87255859375,218,323,323,435
chair,0.81103515625,478,172,575,253
chair,0.77099609375,647,231,757,354
knife,0.50927734375,137,320,175,361
bottle,0.37890625,408,252,447,334
knife,0.3779296875,219,398,296,484
fork,0.323486328125,217,323,323,434
knife,0.302490234375,219,357,325,485
spoon,0.285888671875,137,320,175,361
