chair,0.453672,768,716,1737,1078
remote,0.711072,1293,621,1484,710
remote,0.720193,1521,525,1829,671
cell phone,0.739206,997,606,1203,709
book,0.907316,1354,540,1725,729
backpack,0.935557,121,20,597,749
remote,0.939311,994,604,1200,705
mouse,0.972947,1285,689,1414,774
keyboard,0.995368,636,713,1330,985
laptop,0.997444,562,381,1093,823
