knife,0.363107,1183,499,1385,562
chair,0.409825,375,98,815,450
chair,0.42618,1,52,363,1024
knife,0.449145,1178,457,1471,542
bowl,0.569136,1364,170,1552,333
fork,0.662368,664,720,986,860
diningtable,0.747413,64,133,1920,1030
chair,0.867688,717,0,1210,309
bottle,0.967072,1211,74,1390,388
bowl,0.969997,790,457,1200,670
